Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2001","2001","°C","1.186","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2002","2002","°C","-0.95","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2003","2003","°C","0.932","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2004","2004","°C","-0.429","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2005","2005","°C","0.806","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2006","2006","°C","1.913","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2007","2007","°C","0.411","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2008","2008","°C","0.689","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2009","2009","°C","-0.318","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2010","2010","°C","0.776","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2011","2011","°C","0.314","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2012","2012","°C","1.557","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2013","2013","°C","0.294","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2014","2014","°C","1.066","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2015","2015","°C","1.236","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2016","2016","°C","1.646","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2017","2017","°C","1.141","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2018","2018","°C","1.307","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2019","2019","°C","0.76","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2020","2020","°C","0.318","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2021","2021","°C","0.401","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2022","2022","°C","0.778","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2023","2023","°C","2.533","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2024","2024","°C","1.613","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7005","May","2025","2025","°C","1.422","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1961","1961","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1962","1962","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1963","1963","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1964","1964","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1965","1965","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1966","1966","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1967","1967","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1968","1968","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1969","1969","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1970","1970","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1971","1971","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1972","1972","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1973","1973","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1974","1974","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1975","1975","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1976","1976","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1977","1977","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1978","1978","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1979","1979","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1980","1980","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1981","1981","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1982","1982","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1983","1983","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1984","1984","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1985","1985","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1986","1986","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1987","1987","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1988","1988","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1989","1989","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1990","1990","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1991","1991","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1992","1992","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1993","1993","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1994","1994","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1995","1995","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1996","1996","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1997","1997","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1998","1998","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","1999","1999","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2000","2000","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2001","2001","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2002","2002","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2003","2003","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2004","2004","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2005","2005","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2006","2006","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2007","2007","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2008","2008","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2009","2009","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2010","2010","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2011","2011","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2012","2012","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2013","2013","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2014","2014","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2015","2015","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2016","2016","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2017","2017","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2018","2018","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2019","2019","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2020","2020","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2021","2021","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2022","2022","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2023","2023","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2024","2024","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7005","May","2025","2025","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1961","1961","°C","0.607","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1962","1962","°C","0.07","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1963","1963","°C","-0.167","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1964","1964","°C","-0.513","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1965","1965","°C","-0.804","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1966","1966","°C","0.072","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1967","1967","°C","-0.136","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1968","1968","°C","-0.248","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1969","1969","°C","-0.821","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1970","1970","°C","0.267","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1971","1971","°C","0.536","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1972","1972","°C","-0.548","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1973","1973","°C","0.497","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1974","1974","°C","0.135","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1975","1975","°C","0.628","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1976","1976","°C","-0.007","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1977","1977","°C","0.713","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1978","1978","°C","-0.51","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1979","1979","°C","-0.166","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1980","1980","°C","0.058","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1981","1981","°C","0.162","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1982","1982","°C","-0.42","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1983","1983","°C","0.377","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1984","1984","°C","0.554","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1985","1985","°C","0.004","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1986","1986","°C","-0.24","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1987","1987","°C","0.667","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1988","1988","°C","0.958","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1989","1989","°C","0.624","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1990","1990","°C","0.729","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1991","1991","°C","0.928","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1992","1992","°C","-0.562","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1993","1993","°C","0.185","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1994","1994","°C","1.159","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1995","1995","°C","1.208","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1996","1996","°C","0.835","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1997","1997","°C","0.745","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1998","1998","°C","1.203","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","1999","1999","°C","0.602","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2000","2000","°C","0.022","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2001","2001","°C","0.613","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2002","2002","°C","0.92","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2003","2003","°C","0.384","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2004","2004","°C","0.126","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2005","2005","°C","0.953","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2006","2006","°C","1.694","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2007","2007","°C","0.855","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2008","2008","°C","0.855","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2009","2009","°C","0.309","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2010","2010","°C","0.914","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2011","2011","°C","0.737","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2012","2012","°C","1.659","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2013","2013","°C","1.483","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2014","2014","°C","0.989","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2015","2015","°C","1.529","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2016","2016","°C","1.61","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2017","2017","°C","1.039","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2018","2018","°C","0.887","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2019","2019","°C","0.889","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2020","2020","°C","1.048","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2021","2021","°C","2.03","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2022","2022","°C","1.561","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2023","2023","°C","1.584","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2024","2024","°C","1.56","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7006","June","2025","2025","°C","1.492","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1961","1961","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1962","1962","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1963","1963","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1964","1964","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1965","1965","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1966","1966","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1967","1967","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1968","1968","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1969","1969","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1970","1970","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1971","1971","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1972","1972","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1973","1973","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1974","1974","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1975","1975","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1976","1976","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1977","1977","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1978","1978","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1979","1979","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1980","1980","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1981","1981","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1982","1982","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1983","1983","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1984","1984","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1985","1985","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1986","1986","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1987","1987","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1988","1988","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1989","1989","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1990","1990","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1991","1991","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1992","1992","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1993","1993","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1994","1994","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1995","1995","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1996","1996","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1997","1997","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1998","1998","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","1999","1999","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2000","2000","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2001","2001","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2002","2002","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2003","2003","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2004","2004","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2005","2005","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2006","2006","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2007","2007","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2008","2008","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2009","2009","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2010","2010","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2011","2011","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2012","2012","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2013","2013","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2014","2014","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2015","2015","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2016","2016","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2017","2017","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2018","2018","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2019","2019","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2020","2020","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2021","2021","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2022","2022","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2023","2023","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2024","2024","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7006","June","2025","2025","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1961","1961","°C","0.256","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1962","1962","°C","-0.3","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1963","1963","°C","0.165","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1964","1964","°C","0.036","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1965","1965","°C","-0.692","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1966","1966","°C","0.408","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1967","1967","°C","-0.325","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1968","1968","°C","-0.53","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1969","1969","°C","-0.183","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1970","1970","°C","0.261","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1971","1971","°C","-0.288","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1972","1972","°C","-0.903","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1973","1973","°C","0.298","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1974","1974","°C","0.179","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1975","1975","°C","0.646","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1976","1976","°C","-0.11","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1977","1977","°C","0.013","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1978","1978","°C","-0.328","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1979","1979","°C","0.427","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1980","1980","°C","0.265","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1981","1981","°C","0.407","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1982","1982","°C","0.152","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1983","1983","°C","0.357","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1984","1984","°C","0.388","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1985","1985","°C","0.022","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1986","1986","°C","-0.288","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1987","1987","°C","0.204","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7007","July","1988","1988","°C","0.732","E","Estimated value"
